gene_id,SRR18885340,SRR18885341,SRR18885342,SRR18885343,SRR18885344,SRR18885345,SRR18885346,SRR18885347,SRR18885348,SRR18885349,SRR18885350,SRR18885351
ENSG00000290054.1|ENSG00000290054,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286017.1|ENSG00000286017,0,0,6,8,16,0,5,0,0,0,0,3
ENSG00000233487.7|RPSAP69,0,0,0,0,0,0,0,2,0,0,2,0
ENSG00000286870.1|ENSG00000286870,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289828.1|ENSG00000289828,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235126.1|ENSG00000235126,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229912.1|ENSG00000229912,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237167.1|ENSG00000237167,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226435.13|ANKRD18DP,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000291192.1|ANKRD18DP,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000212297.1|RNU6-821P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290936.1|ENSG00000290936,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232783.6|FRG2FP,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213113.3|TUBB8P8,0,0,1,0,0,0,0,0,0,0,3,0
ENSG00000236246.2|ENSG00000236246,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248302.3|BNIP3P41,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250238.1|WEE1P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250892.1|ENSG00000250892,0,0,0,0,0,0,2,0,4,14,10,0
ENSG00000251188.1|ENSG00000251188,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251689.1|ENSG00000251689,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186777.12|ZNF732,0,0,0,0,10,0,0,0,0,0,0,5
ENSG00000286705.2|ENSG00000286705,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000251535.1|ENSG00000251535,0,0,0,0,3,0,0,0,0,0,4,0
ENSG00000273238.3|TMEM271,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283183.4|ENSG00000283183,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260262.1|ENSG00000260262,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250259.1|ENSG00000250259,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000235608.2|NKX1-1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272783.1|ENSG00000272783,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000286900.1|ENSG00000286900,0,0,0,0,0,0,10,3,0,0,0,0
ENSG00000270090.5|ENSG00000270090,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216560.4|LINC00955,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250681.1|ENSG00000250681,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250632.1|LINC02171,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251166.1|OR7E163P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234386.4|OR7E162P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249522.1|ENSG00000249522,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250476.1|ENPP7P9,0,0,1,3,0,0,0,0,0,0,3,0
ENSG00000288589.1|ENSG00000288589,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248669.1|ENSG00000248669,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198787.5|OR7E103P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250710.3|OR7E99P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249844.1|OR7E43P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163982.6|OTOP1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248516.1|ENSG00000248516,0,0,0,0,0,8,0,0,0,0,0,0
ENSG00000280310.1|ENSG00000280310,0,0,0,0,0,0,0,0,12,0,0,0
ENSG00000273396.3|LINC01396,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251587.1|LDHAP1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200761.1|RN7SKP113,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170891.11|CYTL1,0,0,0,0,0,0,0,0,16,0,0,0
ENSG00000279859.2|ENSG00000279859,0,0,0,0,0,0,0,0,4,0,0,4
ENSG00000282742.1|ENSG00000282742,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000200867.1|RN7SKP36,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290015.1|ENSG00000290015,0,18,0,17,8,7,0,7,0,7,3,0
ENSG00000249145.5|LINC02517,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000155269.12|GPR78,0,0,0,0,0,10,0,0,0,0,0,0
ENSG00000250915.3|ENSG00000250915,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197468.5|OR7E85BP,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250804.1|OR7E111FP,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249347.1|ENSG00000249347,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284636.1|ENSG00000284636,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271057.1|ENSG00000271057,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251313.1|ENSG00000251313,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250268.3|ALG1L14P,0,0,0,0,0,0,0,0,0,1,0,1
ENSG00000229924.3|FAM90A26,0,0,0,0,0,2,0,0,0,0,0,3
ENSG00000231396.3|USP17L10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233136.3|USP17L11,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000227551.1|USP17L12,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000232399.4|USP17L13,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000249482.1|USP17L14P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223569.8|USP17L15,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250231.1|USP17L16P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249104.3|USP17L17,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250844.3|USP17L18,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000248920.3|USP17L19,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000250745.3|USP17L20,0,0,0,0,0,0,0,0,2,0,0,0
ENSG00000249811.3|USP17L21,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000248933.3|USP17L22,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000250913.2|USP17L23,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232264.5|USP17L24,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230430.5|USP17L25,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229579.5|USP17L26,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227140.3|USP17L5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235780.3|USP17L27,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231051.3|USP17L28,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231637.3|USP17L29,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251694.1|USP17L9P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228856.3|USP17L30,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205946.1|USP17L6P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000219492.4|ENSG00000219492,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188438.4|DEFB108F,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252307.1|RNA5SP153,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232773.2|DEFB130D,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186146.2|DEFB131A,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248364.1|OR7E86P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284689.1|OR7E84P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250884.1|OR7E85P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249866.1|OR7E83P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249443.1|ENSG00000249443,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284648.1|ENSG00000284648,0,3,0,3,0,1,2,0,3,1,3,2
ENSG00000242034.1|ENSG00000242034,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221275.1|MIR548I2,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000244004.1|RPS3AP19,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186234.7|FAM86MP,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000251087.3|ALG1L3P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203436.2|Metazoa_SRP,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249563.1|EVA1CP1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250425.1|OR7E35P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169676.6|DRD5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252002.1|RNA5SP154,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289865.1|ENSG00000289865,0,0,0,8,0,0,0,0,8,0,0,0
ENSG00000250393.1|ENSG00000250393,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251296.1|ENSG00000251296,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248777.1|ENSG00000248777,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000271544.1|ENSG00000271544,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250040.2|RAF1P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250573.1|ENSG00000250573,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250074.1|ENSG00000250074,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250505.1|ENSG00000250505,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251278.1|ENSG00000251278,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251338.1|ENSG00000251338,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250613.1|ENSG00000250613,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249334.1|ENSG00000249334,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283083.2|LINC02498,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207716.1|MIR572,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251152.1|ENSG00000251152,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249631.7|ENSG00000249631,0,4,0,0,0,1,8,5,0,4,4,13
ENSG00000248300.1|LINC02360,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248262.1|ENSG00000248262,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251210.6|LINC02270,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212282.1|RNU6-578P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249995.1|ECM1P2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249780.1|ENSG00000249780,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000250098.1|ENSG00000250098,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283271.1|U6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286297.1|ENSG00000286297,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281202.2|LINC01097,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000246095.2|LINC01096,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242209.1|RPL32P12,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249988.1|ENSG00000249988,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287360.1|ENSG00000287360,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251412.1|ENSG00000251412,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248425.1|ENSG00000248425,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000247624.6|CPEB2-DT,0,12,2,0,0,0,0,2,0,0,2,0
ENSG00000248188.2|ENSG00000248188,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251644.1|HPRT1P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137441.8|FGFBP2,0,0,0,0,2,0,7,0,4,0,4,0
ENSG00000286280.1|ENSG00000286280,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286888.1|ENSG00000286888,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249506.3|ZEB2P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249998.1|ENSG00000249998,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251212.1|MTND5P4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250819.2|LINC02493,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206780.1|SNORA75B,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215278.4|RPS7P6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249581.2|CLRN2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249488.1|NACAP5,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000283219.1|ENSG00000283219,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000286046.1|ENSG00000286046,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251048.1|ENSG00000251048,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279918.1|ENSG00000279918,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250611.1|ENSG00000250611,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251516.1|ENSG00000251516,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248837.7|ENSG00000248837,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249547.1|ENSG00000249547,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251220.2|RFPL4AP3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251292.1|ERVH-1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249453.1|ENSG00000249453,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289902.1|ENSG00000289902,0,3,0,0,0,0,1,1,0,1,0,0
ENSG00000249256.2|ATP5MGP3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261121.2|LINC02473,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251638.1|ENSG00000251638,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248444.1|HNRNPA1P65,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249320.1|ENSG00000249320,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248608.2|ENSG00000248608,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000248545.3|ENSG00000248545,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238632.1|RNU7-126P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228154.3|ENSG00000228154,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242640.1|RPS29P11,0,0,0,1,0,0,0,0,0,0,1,0
ENSG00000249277.1|SLIRPP2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248133.1|MTND4LP22,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000251353.1|MTND3P5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248654.1|MTCO3P44,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000283314.1|LINC02357,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248452.2|ENSG00000248452,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163394.6|CCKAR,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251080.1|ENSG00000251080,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205830.1|ENSG00000205830,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249699.1|LINC02261,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222206.1|Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251325.1|ENSG00000251325,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250858.1|IGBP1P5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287389.2|ENSG00000287389,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251410.2|ENSG00000251410,0,4,0,0,0,0,0,0,0,0,0,0
ENSG00000286321.1|ENSG00000286321,0,0,0,2,0,0,0,0,0,4,0,0
ENSG00000250038.7|ENSG00000250038,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250064.1|ENSG00000250064,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286141.1|ENSG00000286141,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243548.3|RN7SL101P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283275.1|MIR4275,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250927.1|MESTP3,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000250190.2|LINC02364,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276507.1|ENSG00000276507,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249228.1|ENSG00000249228,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248176.2|ENSG00000248176,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248338.2|LINC02472,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251373.1|ENSG00000251373,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251113.2|ENSG00000251113,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283666.1|U6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249542.2|EEF1A1P21,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249564.1|ENSG00000249564,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244031.3|RPS3AP17,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248281.1|ENSG00000248281,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251182.2|LINC02497,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251434.1|ENSG00000251434,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000249882.2|LINC02501,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251329.1|LINC02353,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000286784.1|ENSG00000286784,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250076.1|MAPRE1P2,0,1,0,0,0,0,0,0,0,2,2,0
ENSG00000287968.1|ENSG00000287968,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249452.2|ENSG00000249452,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249766.1|ENSG00000249766,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248417.1|ENSG00000248417,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288321.1|ENSG00000288321,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250954.6|ENSG00000250954,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250723.7|ENSG00000250723,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239983.1|ENSG00000239983,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248685.6|LINC02484,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287320.1|ENSG00000287320,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250597.5|ENSG00000250597,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275250.1|ENSG00000275250,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238694.1|ENSG00000238694,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250416.2|SEC63P2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206665.1|RNU6-573P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248466.1|ENSG00000248466,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000197057.10|DTHD1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251438.1|ENSG00000251438,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283207.1|MIR1255B1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248215.6|LINC02505,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251588.2|ENSG00000251588,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287416.1|ENSG00000287416,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261761.5|LINC02616,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000247810.8|ENSG00000247810,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264319.1|MIR4801,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174145.8|NWD2,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000207075.1|Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239532.1|ENSG00000239532,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287659.1|ENSG00000287659,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251642.1|ENSG00000251642,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248227.1|LINC02513,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280015.1|ENSG00000280015,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249534.2|LINC01258,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249667.2|LINC01259,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222230.1|RNA5SP158,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222592.1|RNU6-887P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249064.1|KRT18P25,0,0,0,0,1,3,1,1,0,0,0,0
ENSG00000250338.1|ENSG00000250338,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239010.1|RNU7-74P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207481.1|Y_RNA,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000249081.1|OR5M14P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109132.7|PHOX2B,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250467.1|PHOX2B-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249122.1|ENSG00000249122,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200338.1|RNU1-49P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249745.1|HMGB1P28,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272862.1|ENSG00000272862,0,3,4,0,0,5,0,3,0,4,0,4
ENSG00000250781.2|ENSG00000250781,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289643.2|ENSG00000289643,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260519.2|ATP8A1-DT,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000251517.1|ENSG00000251517,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252595.1|RN7SKP82,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215203.3|GRXCR1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248939.1|ENSG00000248939,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250657.1|ENSG00000250657,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277096.1|ENSG00000277096,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213851.3|ENSG00000213851,0,0,0,1,0,0,0,1,0,2,1,0
ENSG00000248143.1|LINC02383,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251501.1|ENSG00000251501,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239464.3|RN7SL691P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183783.7|KCTD8,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000251159.1|ENSG00000251159,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177752.15|YIPF7,0,0,0,0,0,0,0,4,0,0,0,8
ENSG00000249729.2|ENSG00000249729,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248987.2|PRDX4P1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275959.1|ENSG00000275959,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248744.1|ENSG00000248744,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248320.1|THAP12P9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224560.3|ENSG00000224560,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200720.1|RNU6-931P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222257.1|RN7SKP199,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163285.8|GABRG1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252243.1|RNU6-412P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170516.17|COX7B2,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000109158.11|GABRA4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163288.14|GABRB1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260918.1|ENSG00000260918,0,0,0,0,0,0,0,0,3,4,4,0
ENSG00000286294.2|ENSG00000286294,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252913.1|RNU6-158P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251334.2|ENSG00000251334,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109182.12|CWH43,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225455.3|TPI1P4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249828.2|ENSG00000249828,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000249079.1|ENSG00000249079,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000280043.1|ENSG00000280043,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250769.2|ENSG00000250769,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248532.2|ENSG00000248532,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269848.1|ENSG00000269848,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268967.1|ENSG00000268967,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268391.1|MTCO3P42,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000249337.2|SNX18P25,0,2,0,1,0,1,1,1,5,2,2,0
ENSG00000272576.1|ENSG00000272576,0,10,4,4,12,3,7,3,0,3,4,0
ENSG00000243929.1|ENSG00000243929,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251040.1|LINC02480,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287999.1|ENSG00000287999,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251286.2|ENSG00000251286,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199924.1|RNU6-1252P,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260120.2|ENSG00000260120,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248184.1|LINC02283,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248518.1|ENSG00000248518,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251264.1|ENSG00000251264,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250456.1|LINC02260,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249727.2|ENSG00000249727,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251256.1|LINC02358,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248317.2|ENSG00000248317,0,0,0,0,0,0,0,0,0,0,0,0
